job_title,company,location,category,salary,experience_years,posted_date
Backend Developer,Zoho,Mumbai,Cloud,909793,4,20-06-2024
Full Stack Developer,Zoho,Pune,AI,758716,3,25-09-2024
Data Analyst,Capgemini,Chennai,Data Science,569941,2,19-05-2025
DevOps Engineer,Tech Mahindra,Noida,Cloud,933432,4,11-04-2025
Data Analyst,Microsoft,Chennai,Data Science,1491080,5,15-08-2025
AI Engineer,IBM,Mumbai,AI,1460350,5,24-09-2024
Cloud Engineer,Tech Mahindra,Delhi,AI,246348,1,06-03-2024
Full Stack Developer,IBM,Pune,Web Development,1115241,4,24-01-2024
Frontend Developer,Google,Noida,Cloud,406570,2,14-10-2024
Data Scientist,Deloitte,Pune,Data Science,373954,1,26-09-2025
Business Analyst,HCLTech,Bangalore,AI,633180,3,27-08-2025
Frontend Developer,Zoho,Ahmedabad,DevOps,1500097,5,25-10-2024
Cloud Engineer,HCLTech,Mumbai,DevOps,792538,3,03-03-2025
Data Analyst,Deloitte,Delhi,Web Development,561195,2,08-02-2025
Frontend Developer,Cognizant,Jaipur,Web Development,524266,2,17-05-2025
Data Analyst,Infosys,Jaipur,Cloud,1060178,4,10-09-2025
Full Stack Developer,Microsoft,Remote,Analytics,1042726,4,07-09-2025
Business Analyst,Google,Hyderabad,DevOps,688760,3,21-06-2025
Data Analyst,Cognizant,Jaipur,Web Development,626321,3,01-09-2024
Backend Developer,TCS,Chennai,Software Development,1443522,5,26-06-2025
Cloud Engineer,Tech Mahindra,Kolkata,DevOps,462010,2,10-08-2025
Frontend Developer,Google,Bangalore,Cloud,688556,3,06-09-2024
Machine Learning Engineer,TCS,Jaipur,AI,1165128,4,04-04-2024
Cloud Engineer,Accenture,Gurgaon,Software Development,251145,1,01-01-2024
Data Scientist,Zoho,Bangalore,Web Development,375596,1,13-01-2025
Business Analyst,Accenture,Hyderabad,DevOps,1472674,5,26-02-2025
Software Developer,Infosys,Ahmedabad,Web Development,1040082,4,17-11-2024
DevOps Engineer,Wipro,Bangalore,DevOps,1127440,4,28-10-2025
Python Developer,TCS,Hyderabad,Analytics,339736,1,05-03-2025
Data Analyst,Google,Hyderabad,DevOps,1149575,4,26-10-2025
AI Engineer,IBM,Jaipur,Analytics,633881,3,07-11-2024
Cloud Engineer,Deloitte,Delhi,Analytics,869458,3,03-09-2025
Machine Learning Engineer,HCLTech,Hyderabad,Data Science,1353107,5,29-11-2024
Python Developer,Deloitte,Hyderabad,DevOps,338900,1,07-03-2025
Cloud Engineer,Amazon,Ahmedabad,Data Science,459459,2,11-11-2025
Business Analyst,Microsoft,Hyderabad,AI,1510797,5,24-05-2025
AI Engineer,Tech Mahindra,Chennai,Web Development,1556106,5,11-07-2025
Cloud Engineer,Tech Mahindra,Remote,AI,277239,1,09-01-2024
DevOps Engineer,Accenture,Hyderabad,Web Development,1453179,5,17-01-2024
Machine Learning Engineer,Amazon,Remote,DevOps,686946,3,26-06-2024
Cloud Engineer,IBM,Gurgaon,Analytics,921061,4,20-01-2025
Backend Developer,Google,Jaipur,AI,203112,1,13-12-2025
Cloud Engineer,Deloitte,Jaipur,Analytics,277485,1,01-11-2024
Machine Learning Engineer,Zoho,Pune,AI,277008,1,22-07-2025
AI Engineer,TCS,Ahmedabad,AI,673361,3,06-07-2024
Data Scientist,Deloitte,Ahmedabad,Cloud,1086752,4,01-11-2024
Frontend Developer,Google,Kolkata,Web Development,470296,2,15-01-2024
DevOps Engineer,Oracle,Gurgaon,Software Development,520756,2,26-11-2024
AI Engineer,Amazon,Gurgaon,Cloud,452981,2,11-12-2025
Machine Learning Engineer,IBM,Noida,Web Development,846387,3,20-04-2025
Data Analyst,Amazon,Hyderabad,AI,746882,3,13-01-2025
Data Analyst,Amazon,Noida,Analytics,1405653,5,02-10-2025
Machine Learning Engineer,Cognizant,Ahmedabad,Data Science,536494,2,08-05-2024
Machine Learning Engineer,Infosys,Gurgaon,Data Science,1582637,5,23-03-2024
Backend Developer,Wipro,Mumbai,Analytics,651796,3,13-08-2024
Business Analyst,Accenture,Mumbai,Software Development,1064153,4,03-04-2024
Full Stack Developer,Zoho,Jaipur,Data Science,933837,4,10-08-2025
AI Engineer,Capgemini,Pune,AI,1392048,5,03-04-2024
AI Engineer,Wipro,Gurgaon,DevOps,208476,1,06-05-2024
AI Engineer,IBM,Delhi,AI,814886,3,29-04-2025
Software Developer,Wipro,Remote,Analytics,226965,1,04-05-2024
Python Developer,HCLTech,Jaipur,Cloud,1454848,5,09-04-2024
Software Developer,Infosys,Chennai,DevOps,1432027,5,29-11-2024
Data Scientist,Deloitte,Jaipur,Web Development,1546345,5,11-06-2025
Data Scientist,TCS,Gurgaon,AI,552916,2,05-01-2024
Python Developer,Microsoft,Kolkata,Software Development,1323140,5,22-03-2024
Full Stack Developer,Infosys,Jaipur,Data Science,467714,2,04-04-2025
Python Developer,TCS,Noida,Cloud,724306,3,28-03-2025
Full Stack Developer,TCS,Bangalore,Analytics,573492,2,18-08-2024
Cloud Engineer,Microsoft,Gurgaon,Software Development,1460418,5,26-12-2024
AI Engineer,Microsoft,Ahmedabad,DevOps,882946,3,31-08-2025
Cloud Engineer,Deloitte,Kolkata,Cloud,1258008,5,01-05-2025
Machine Learning Engineer,Infosys,Remote,Cloud,716358,3,19-06-2024
Data Analyst,HCLTech,Hyderabad,Web Development,676869,3,30-03-2024
Business Analyst,Zoho,Kolkata,DevOps,1001738,4,03-09-2024
AI Engineer,Tech Mahindra,Gurgaon,Cloud,809009,3,17-05-2024
Python Developer,Tech Mahindra,Mumbai,Web Development,1404868,5,25-11-2024
Business Analyst,Deloitte,Kolkata,AI,1232558,5,13-02-2024
Full Stack Developer,Amazon,Gurgaon,Software Development,1062538,4,26-07-2025
Data Analyst,Amazon,Mumbai,Web Development,900362,4,14-03-2024
Frontend Developer,Microsoft,Pune,Data Science,583992,2,30-07-2024
Data Scientist,Wipro,Remote,Cloud,880165,3,14-01-2024
Data Scientist,Accenture,Ahmedabad,AI,503922,2,12-03-2025
Machine Learning Engineer,Deloitte,Delhi,Data Science,1141630,4,19-12-2024
Frontend Developer,Capgemini,Bangalore,Software Development,401583,2,19-02-2025
AI Engineer,Deloitte,Bangalore,Cloud,1555007,5,10-12-2025
Data Scientist,Zoho,Jaipur,Web Development,973782,4,01-12-2024
Business Analyst,Oracle,Chennai,Analytics,677163,3,15-07-2024
Full Stack Developer,IBM,Jaipur,Data Science,1488802,5,03-09-2024
Frontend Developer,HCLTech,Pune,DevOps,708233,3,12-03-2025
Backend Developer,TCS,Jaipur,Cloud,340567,1,01-11-2025
Frontend Developer,Tech Mahindra,Noida,Web Development,964551,4,11-11-2025
DevOps Engineer,TCS,Mumbai,AI,1223693,5,10-05-2025
Full Stack Developer,Microsoft,Delhi,Web Development,1552721,5,14-06-2024
Software Developer,Google,Delhi,AI,685837,3,03-09-2024
Cloud Engineer,Google,Remote,Web Development,1426840,5,22-11-2025
Backend Developer,Amazon,Chennai,DevOps,224172,1,19-12-2025
DevOps Engineer,TCS,Jaipur,Software Development,1285837,5,21-05-2024
Data Analyst,Oracle,Mumbai,DevOps,254898,1,06-03-2024
Machine Learning Engineer,TCS,Remote,Analytics,1559109,5,18-10-2025
Full Stack Developer,TCS,Noida,Web Development,1293669,5,14-02-2024
DevOps Engineer,Deloitte,Delhi,Data Science,1372349,5,13-11-2025
Data Analyst,Capgemini,Kolkata,Web Development,1530976,5,30-09-2024
Backend Developer,Tech Mahindra,Pune,Web Development,1529736,5,27-08-2024
Data Analyst,Accenture,Mumbai,DevOps,571348,2,27-07-2024
Cloud Engineer,Google,Noida,Data Science,1505984,5,31-07-2025
Software Developer,TCS,Pune,Analytics,1074620,4,14-07-2025
Cloud Engineer,Amazon,Jaipur,Cloud,1294704,5,27-01-2025
Python Developer,HCLTech,Hyderabad,DevOps,566034,2,08-01-2025
Software Developer,Oracle,Remote,Data Science,1444768,5,26-01-2024
Frontend Developer,Cognizant,Noida,Software Development,1423039,5,01-01-2026
AI Engineer,Accenture,Hyderabad,Web Development,1180959,4,26-05-2024
Business Analyst,Accenture,Pune,Web Development,267670,1,09-06-2024
Python Developer,Tech Mahindra,Gurgaon,Data Science,1003160,4,22-05-2025
Software Developer,Zoho,Delhi,Software Development,953180,4,26-01-2025
Python Developer,TCS,Kolkata,Analytics,476404,2,03-09-2024
Frontend Developer,Deloitte,Mumbai,Web Development,891069,3,17-01-2024
Data Analyst,Capgemini,Ahmedabad,Web Development,287035,1,02-09-2025
Frontend Developer,Zoho,Gurgaon,Data Science,459598,2,29-08-2025
Full Stack Developer,Wipro,Mumbai,AI,1046604,4,05-07-2025
Data Scientist,Zoho,Noida,Analytics,799411,3,29-05-2025
Data Analyst,Capgemini,Chennai,Analytics,1353785,5,13-05-2025
Full Stack Developer,Google,Hyderabad,Web Development,397976,1,04-07-2024
Data Scientist,Tech Mahindra,Gurgaon,Data Science,1513978,5,30-03-2024
Data Analyst,Microsoft,Ahmedabad,Web Development,282781,1,27-10-2025
Business Analyst,HCLTech,Kolkata,Web Development,449406,2,23-08-2024
Software Developer,Capgemini,Bangalore,Web Development,939840,4,13-05-2024
AI Engineer,Deloitte,Pune,DevOps,408822,2,15-06-2024
Software Developer,Tech Mahindra,Chennai,Cloud,749847,3,07-06-2024
DevOps Engineer,Zoho,Delhi,AI,468845,2,10-08-2025
Full Stack Developer,Infosys,Chennai,AI,880732,3,14-11-2024
Data Analyst,Accenture,Delhi,Analytics,558303,2,25-07-2024
Backend Developer,Tech Mahindra,Kolkata,Cloud,224778,1,14-05-2025
Machine Learning Engineer,Microsoft,Ahmedabad,AI,667722,3,05-08-2025
Data Scientist,Google,Ahmedabad,DevOps,1064853,4,22-03-2024
Cloud Engineer,Google,Chennai,Analytics,945983,4,22-06-2025
Frontend Developer,Infosys,Bangalore,Web Development,1494176,5,22-05-2024
Data Analyst,HCLTech,Bangalore,Data Science,1449236,5,28-04-2024
Software Developer,Infosys,Hyderabad,Web Development,358145,1,29-03-2024
AI Engineer,Wipro,Noida,DevOps,1355579,5,20-03-2024
Machine Learning Engineer,Google,Mumbai,Data Science,566008,2,28-12-2025
DevOps Engineer,Deloitte,Chennai,Analytics,225937,1,07-02-2025
DevOps Engineer,Tech Mahindra,Ahmedabad,Web Development,600231,3,30-06-2025
Full Stack Developer,TCS,Gurgaon,AI,817071,3,05-12-2024
Backend Developer,Accenture,Kolkata,DevOps,1208264,5,02-06-2025
AI Engineer,Wipro,Delhi,Software Development,1396926,5,17-08-2024
Data Scientist,Tech Mahindra,Chennai,Web Development,1066826,4,11-05-2024
Cloud Engineer,Accenture,Mumbai,Analytics,1424137,5,21-04-2024
Cloud Engineer,Deloitte,Noida,Cloud,298241,1,13-07-2025
Data Scientist,Oracle,Gurgaon,Cloud,1547473,5,24-09-2024
DevOps Engineer,Microsoft,Bangalore,Web Development,1139149,4,28-02-2024
Data Scientist,Wipro,Pune,Web Development,627681,3,22-10-2025
Full Stack Developer,Tech Mahindra,Remote,Cloud,1200751,5,10-05-2025
Machine Learning Engineer,Cognizant,Bangalore,Web Development,1196939,4,28-11-2024
DevOps Engineer,Microsoft,Hyderabad,Web Development,1369458,5,01-04-2025
Business Analyst,Capgemini,Bangalore,DevOps,1355932,5,17-09-2025
Backend Developer,Microsoft,Ahmedabad,Analytics,1531795,5,22-05-2024
DevOps Engineer,Wipro,Gurgaon,DevOps,359980,1,31-07-2025
AI Engineer,Infosys,Mumbai,Software Development,553569,2,27-05-2025
Business Analyst,IBM,Remote,Analytics,756289,3,07-12-2024
Cloud Engineer,HCLTech,Kolkata,AI,963219,4,09-03-2025
Data Scientist,Amazon,Bangalore,Web Development,583110,2,10-05-2024
Full Stack Developer,Google,Mumbai,Cloud,678139,3,14-02-2025
Frontend Developer,IBM,Gurgaon,DevOps,249867,1,21-11-2024
AI Engineer,Capgemini,Remote,Cloud,282917,1,09-05-2024
Backend Developer,Oracle,Jaipur,Software Development,255971,1,11-04-2025
DevOps Engineer,Accenture,Remote,DevOps,555127,2,22-04-2024
Backend Developer,Tech Mahindra,Chennai,Web Development,1148242,4,21-11-2025
AI Engineer,Amazon,Chennai,Web Development,1292020,5,20-03-2025
Backend Developer,IBM,Pune,Analytics,708392,3,06-12-2024
Full Stack Developer,TCS,Noida,DevOps,303208,1,07-06-2025
DevOps Engineer,IBM,Pune,Data Science,921803,4,28-09-2024
Backend Developer,Amazon,Gurgaon,Analytics,1132054,4,05-04-2024
Python Developer,Capgemini,Kolkata,Data Science,1347429,5,05-07-2025
DevOps Engineer,Deloitte,Jaipur,Cloud,496755,2,19-06-2025
Software Developer,Accenture,Mumbai,Analytics,240038,1,29-05-2024
Python Developer,Amazon,Kolkata,Software Development,722957,3,11-06-2025
Machine Learning Engineer,Amazon,Ahmedabad,Cloud,288669,1,27-12-2024
Cloud Engineer,Capgemini,Remote,DevOps,844309,3,30-09-2025
DevOps Engineer,Deloitte,Noida,Web Development,492373,2,04-01-2024
Data Scientist,HCLTech,Gurgaon,Data Science,228715,1,30-10-2025
AI Engineer,Accenture,Remote,AI,1178852,4,30-12-2024
Python Developer,HCLTech,Chennai,Data Science,422849,2,19-10-2024
Full Stack Developer,TCS,Gurgaon,Software Development,1322194,5,16-10-2025
Data Analyst,Capgemini,Kolkata,Data Science,969191,4,05-04-2025
Frontend Developer,Wipro,Gurgaon,Web Development,822675,3,07-05-2025
Data Scientist,Google,Chennai,Cloud,337781,1,07-11-2025
AI Engineer,HCLTech,Noida,DevOps,373231,1,22-07-2025
Python Developer,Infosys,Pune,Web Development,902906,4,13-01-2024
Cloud Engineer,Wipro,Gurgaon,Data Science,217910,1,18-03-2025
Frontend Developer,Tech Mahindra,Noida,AI,599693,2,03-06-2024
Cloud Engineer,HCLTech,Ahmedabad,Analytics,429497,2,24-10-2025
Backend Developer,HCLTech,Bangalore,Analytics,1375480,5,17-09-2024
Backend Developer,Wipro,Noida,DevOps,671497,3,26-12-2025
Frontend Developer,Deloitte,Ahmedabad,Software Development,743065,3,11-10-2024
AI Engineer,Amazon,Mumbai,AI,256239,1,25-07-2024
AI Engineer,Deloitte,Pune,AI,365596,1,25-10-2024
Data Analyst,Oracle,Ahmedabad,Data Science,734359,3,06-11-2024
Frontend Developer,Infosys,Kolkata,Analytics,867723,3,05-11-2025
Data Scientist,Tech Mahindra,Chennai,Web Development,772843,3,08-12-2025
Backend Developer,Deloitte,Jaipur,Data Science,235329,1,16-04-2025
Machine Learning Engineer,TCS,Chennai,AI,279707,1,18-02-2024
Cloud Engineer,Accenture,Kolkata,Cloud,880722,3,05-04-2025
Frontend Developer,TCS,Pune,Cloud,552077,2,19-06-2024
Python Developer,Cognizant,Bangalore,Web Development,956775,4,02-04-2024
Backend Developer,HCLTech,Mumbai,Cloud,1115609,4,16-05-2024
Full Stack Developer,Infosys,Jaipur,Web Development,1313744,5,17-12-2024
Software Developer,TCS,Delhi,Software Development,454181,2,10-12-2024
Software Developer,Infosys,Gurgaon,Web Development,589993,2,28-03-2024
Python Developer,TCS,Jaipur,Software Development,1392129,5,26-06-2024
Full Stack Developer,TCS,Hyderabad,AI,276334,1,02-01-2025
Cloud Engineer,Capgemini,Chennai,Data Science,848760,3,17-08-2024
AI Engineer,IBM,Gurgaon,Cloud,724197,3,09-10-2025
Backend Developer,HCLTech,Remote,Cloud,1153973,4,10-11-2024
Cloud Engineer,Zoho,Kolkata,Data Science,604309,3,14-12-2024
Cloud Engineer,Infosys,Gurgaon,Cloud,384118,1,25-01-2024
AI Engineer,Amazon,Chennai,Web Development,286046,1,06-08-2025
AI Engineer,Wipro,Pune,Cloud,359480,1,06-05-2024
Full Stack Developer,Wipro,Kolkata,AI,711533,3,21-08-2024
Cloud Engineer,Capgemini,Hyderabad,AI,288428,1,15-07-2024
Machine Learning Engineer,Infosys,Noida,Software Development,1096212,4,23-06-2025
Data Scientist,Accenture,Gurgaon,Cloud,1014840,4,24-02-2025
DevOps Engineer,Wipro,Chennai,DevOps,1041008,4,17-03-2025
Data Analyst,Cognizant,Delhi,Data Science,355513,1,04-07-2025
Business Analyst,Deloitte,Pune,Data Science,1307563,5,01-07-2025
Data Analyst,Tech Mahindra,Jaipur,Software Development,1444023,5,05-05-2024
Frontend Developer,Zoho,Delhi,Data Science,1191220,4,18-12-2025
Full Stack Developer,Tech Mahindra,Kolkata,Cloud,943033,4,06-04-2024
Machine Learning Engineer,Wipro,Jaipur,DevOps,858766,3,11-09-2025
AI Engineer,Google,Gurgaon,Software Development,1431366,5,01-09-2024
Data Scientist,Infosys,Hyderabad,DevOps,202081,1,09-04-2025
Business Analyst,Deloitte,Remote,Web Development,1134461,4,11-12-2024
Full Stack Developer,Microsoft,Ahmedabad,Software Development,577031,2,07-05-2025
Data Scientist,TCS,Hyderabad,AI,1339896,5,23-12-2025
Machine Learning Engineer,Tech Mahindra,Jaipur,Data Science,560493,2,24-09-2025
Frontend Developer,HCLTech,Pune,Data Science,1551578,5,13-06-2025
DevOps Engineer,Microsoft,Gurgaon,AI,601744,3,06-11-2024
Software Developer,Accenture,Jaipur,Cloud,1536075,5,10-06-2025
Cloud Engineer,TCS,Hyderabad,Analytics,261800,1,27-09-2025
DevOps Engineer,Wipro,Bangalore,Web Development,302701,1,26-02-2024
Data Analyst,Accenture,Mumbai,DevOps,631066,3,18-08-2024
Full Stack Developer,Infosys,Hyderabad,Analytics,1379195,5,25-05-2024
DevOps Engineer,Tech Mahindra,Mumbai,Cloud,298494,1,09-08-2024
Full Stack Developer,TCS,Remote,Software Development,770781,3,16-04-2024
Data Scientist,Accenture,Bangalore,Data Science,954412,4,15-08-2025
Software Developer,Capgemini,Delhi,Cloud,1192722,4,06-03-2025
Data Analyst,HCLTech,Mumbai,Web Development,387533,1,30-08-2024
Backend Developer,Zoho,Ahmedabad,Data Science,501253,2,15-12-2025
Frontend Developer,Cognizant,Mumbai,Analytics,425318,2,30-11-2024
AI Engineer,IBM,Delhi,Analytics,433467,2,07-12-2024
AI Engineer,Capgemini,Kolkata,Software Development,774854,3,30-11-2025
Full Stack Developer,Amazon,Kolkata,Cloud,315220,1,31-12-2025
Frontend Developer,Deloitte,Hyderabad,AI,1079249,4,05-09-2025
Data Analyst,Infosys,Jaipur,Data Science,1422335,5,28-04-2024
DevOps Engineer,Amazon,Hyderabad,Software Development,526399,2,06-09-2025
AI Engineer,Amazon,Mumbai,Cloud,1231636,5,20-07-2025
Python Developer,Tech Mahindra,Remote,AI,626867,3,23-08-2024
Machine Learning Engineer,Accenture,Hyderabad,DevOps,1482807,5,03-01-2024
AI Engineer,Cognizant,Hyderabad,Analytics,868137,3,17-05-2024
DevOps Engineer,Zoho,Pune,AI,970228,4,01-07-2025
Machine Learning Engineer,Tech Mahindra,Jaipur,Web Development,419513,2,09-08-2025
Software Developer,Cognizant,Hyderabad,Web Development,720316,3,12-02-2025
Backend Developer,Wipro,Bangalore,Web Development,741496,3,13-08-2024
Cloud Engineer,Capgemini,Noida,Data Science,306493,1,03-09-2025
Data Scientist,TCS,Ahmedabad,DevOps,685561,3,25-04-2025
AI Engineer,Accenture,Chennai,Web Development,993559,4,10-05-2025
Backend Developer,Zoho,Bangalore,AI,586182,2,30-07-2025
Machine Learning Engineer,Capgemini,Pune,Cloud,249372,1,19-10-2025
Data Analyst,Wipro,Chennai,DevOps,547245,2,22-12-2025
Full Stack Developer,Oracle,Remote,AI,511309,2,24-02-2024
DevOps Engineer,HCLTech,Delhi,Web Development,579037,2,01-04-2025
Business Analyst,Deloitte,Jaipur,Analytics,505148,2,08-01-2024
Backend Developer,Amazon,Hyderabad,Data Science,1349697,5,15-07-2024
Data Analyst,Zoho,Remote,Cloud,270463,1,25-11-2024
AI Engineer,Amazon,Mumbai,Analytics,1513134,5,02-02-2024
DevOps Engineer,Accenture,Delhi,Data Science,699459,3,16-05-2025
Data Analyst,IBM,Mumbai,AI,827839,3,21-09-2024
Frontend Developer,HCLTech,Pune,Data Science,1338440,5,03-01-2024
Python Developer,Oracle,Gurgaon,AI,1499319,5,16-10-2025
DevOps Engineer,Deloitte,Delhi,Web Development,475461,2,30-06-2024
Machine Learning Engineer,Amazon,Hyderabad,DevOps,346842,1,19-10-2024
Data Scientist,TCS,Ahmedabad,AI,600397,3,08-12-2025
Backend Developer,TCS,Pune,Cloud,926129,4,16-07-2025
Cloud Engineer,Capgemini,Delhi,Analytics,548582,2,03-12-2025
Data Analyst,HCLTech,Hyderabad,Web Development,543115,2,29-03-2025
Python Developer,Wipro,Bangalore,Data Science,680398,3,19-03-2025
AI Engineer,Cognizant,Noida,Data Science,448318,2,24-01-2024
Frontend Developer,Zoho,Gurgaon,Web Development,1269157,5,22-11-2025
Frontend Developer,Google,Hyderabad,Web Development,1135574,4,25-02-2024
Backend Developer,Microsoft,Noida,Cloud,1107814,4,29-01-2025
AI Engineer,TCS,Noida,DevOps,605267,3,06-07-2024
Machine Learning Engineer,Tech Mahindra,Pune,AI,1004683,4,17-10-2024
Frontend Developer,HCLTech,Bangalore,Data Science,1282313,5,03-06-2025
Python Developer,Microsoft,Remote,Web Development,1524409,5,07-05-2025
DevOps Engineer,Google,Remote,AI,286711,1,11-03-2024
Python Developer,Infosys,Pune,DevOps,361405,1,21-03-2025
Frontend Developer,Tech Mahindra,Ahmedabad,DevOps,956476,4,22-02-2025
Cloud Engineer,IBM,Delhi,Cloud,1216009,5,07-11-2024
Business Analyst,Infosys,Gurgaon,Software Development,289208,1,31-12-2025
Data Scientist,HCLTech,Remote,Cloud,778955,3,23-02-2024
Data Analyst,Deloitte,Chennai,Cloud,1277550,5,12-03-2024
AI Engineer,Tech Mahindra,Bangalore,DevOps,631620,3,08-02-2024
